team_id,solution_id,mean_performance,mean_job_satisfaction,cost,delta_performance_from_baseline,delta_job_satisfaction_from_baseline,policy__Prehire Tests,change__Prehire Tests,policy__Structured Interviews,change__Structured Interviews,policy__Employee Participation,change__Employee Participation,policy__Complaint Procedure,change__Complaint Procedure,policy__Group Bonuses,change__Group Bonuses,policy__Individual Bonuses,change__Individual Bonuses,policy__Performance Evaluation,change__Performance Evaluation,policy__Goals Communication,change__Goals Communication,policy__Suggestion Adoption,change__Suggestion Adoption,policy__Performance Pay,change__Performance Pay,policy__Internal Promotion,change__Internal Promotion,policy__Job Autonomy,change__Job Autonomy,policy__Selective Hiring,change__Selective Hiring,policy__Pay Competitiveness,change__Pay Competitiveness,policy__Job Training,change__Job Training,frontier_rank,setting,team_label,n_active_levers
6180,R6180_S1,5.644040638168853,5.85961547538486,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,1,redesign,6180,0
6180,R6180_S2,5.756517520715179,5.865333576420424,1.0,0.11247688254632582,0.005718101035563805,1.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,2,redesign,6180,1
6180,R6180_S3,5.736336329577834,5.983646935612994,1.0,0.09229569140898075,0.12403146022813427,1.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,3,redesign,6180,1
6180,R6180_S4,5.868994403261505,5.871051677455988,2.0,0.22495376509265164,0.01143620207112761,1.0,0.0,3.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,4,redesign,6180,1
6180,R6180_S5,5.84881321212416,5.989365036648558,2.0,0.20477257395530657,0.12974956126369808,1.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,5,redesign,6180,2
6180,R6180_S6,5.828632020986815,6.107678395841129,2.0,0.1845913828179615,0.24806292045626854,1.0,0.0,5.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,6,redesign,6180,1
6180,R6180_S7,5.981471285807832,5.8767697784915525,3.0,0.33743064763897834,0.017154303106692304,1.0,0.0,3.0,0.0,1.0,0.0,7.0,3.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,7,redesign,6180,1
6180,R6180_S8,5.9612900946704865,5.995083137684123,3.0,0.3172494565016333,0.13546766229926277,1.0,0.0,4.0,1.0,1.0,0.0,6.0,2.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,8,redesign,6180,2
6180,R6180_S9,5.9411089035331415,6.1133964968766925,3.0,0.2970682653642882,0.25378102149183235,1.0,0.0,5.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,9,redesign,6180,2
6180,R6180_S10,5.920927712395796,6.231709856069264,3.0,0.27688707422694314,0.3720943806844037,1.0,0.0,6.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,10,redesign,6180,1
6180,R6180_S11,6.073766977216812,6.000801238719687,4.0,0.4297263390479591,0.14118576333482658,1.0,0.0,4.0,1.0,1.0,0.0,7.0,3.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,11,redesign,6180,2
6180,R6180_S12,6.053585786079467,6.119114597912257,4.0,0.409545147910614,0.25949912252739704,1.0,0.0,5.0,2.0,1.0,0.0,6.0,2.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,12,redesign,6180,2
6180,R6180_S13,6.033404594942122,6.237427957104828,4.0,0.38936395677326896,0.3778124817199675,1.0,0.0,6.0,3.0,1.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,13,redesign,6180,2
6180,R6180_S14,6.013223403804777,6.355741316297398,4.0,0.3691827656359239,0.496125840912538,1.0,0.0,7.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,14,redesign,6180,1
