pattern_id,worker_leaf_nodes,cost,mean_performance,mean_job_satisfaction,support_size,policy__Prehire Tests,policy__Structured Interviews,policy__Employee Participation,policy__Complaint Procedure,policy__Group Bonuses,policy__Individual Bonuses,policy__Performance Evaluation,policy__Goals Communication,policy__Suggestion Adoption,policy__Performance Pay,policy__Internal Promotion,policy__Job Autonomy,policy__Selective Hiring,policy__Pay Competitiveness,policy__Job Training,solution_id,setting,team_label,n_active_levers
P8,13|73|72,75.0,6.097222222222222,4.814722222222223,1,1.0,7.0,4.0,6.0,1.0,1.0,6.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,D6090_S1,design,6090,
P14,8|81|81,105.0,4.766666666666667,5.480222222222223,1,1.0,3.0,1.0,4.0,1.0,5.0,6.0,2.0,2.0,3.0,5.0,6.0,4.0,3.0,1.0,D6090_S2,design,6090,
P12,8|88|88,108.0,6.266666666666667,5.887999999999999,16,2.0,5.0,5.0,5.0,2.0,4.0,6.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,D6090_S3,design,6090,
P13,8|93|92,109.0,6.077777777777778,5.9188888888888895,1,2.0,7.0,3.0,5.0,6.0,5.0,5.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,D6090_S4,design,6090,
P9,27|114|109,110.0,6.805555555555556,5.971388888888889,1,1.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,7.0,6.0,2.0,1.0,D6090_S5,design,6090,
P11,8|87|87,110.0,6.377777777777777,6.149111111111112,16,2.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,D6090_S6,design,6090,
P7,13|88|88,112.0,6.833333333333333,6.109999999999999,16,2.0,6.0,5.0,6.0,3.0,4.0,6.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,D6090_S7,design,6090,
P2,30|93|92,112.0,6.644444444444445,6.474222222222223,1,3.0,7.0,6.0,2.0,5.0,5.0,7.0,2.0,6.0,1.0,3.0,4.0,2.0,2.0,1.0,D6090_S8,design,6090,
P1,30|88|88,117.0,6.833333333333333,6.4433333333333325,16,3.0,6.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,D6090_S9,design,6090,
P10,33|125|125,118.0,6.770833333333333,6.805,16,2.0,6.0,5.0,6.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,D6090_S10,design,6090,
P6,13|125|125,120.0,7.0,6.666666666666667,16,2.0,6.0,6.0,6.0,2.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,4.0,D6090_S11,design,6090,
P5,40|125|125,130.0,6.944444444444444,6.963333333333334,1,2.0,7.0,5.0,6.0,2.0,1.0,7.0,6.0,6.0,1.0,4.0,6.0,5.0,4.0,5.0,D6090_S12,design,6090,
P3,39|125|125,142.0,7.0,7.0,15,2.0,6.0,6.0,6.0,3.0,4.0,7.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,D6090_S13,design,6090,
